City,State,Type,Year,Count,Full,match_addr,latitude,longitude
DuPage,IL,Anti-Jewish,2009,1,Illinois,"DuPage, Illinois",41.8243831,-88.0900762
DuPage,IL,Anti-Jewish,2009,1,Illinois,"DuPage, Illinois",41.8243831,-88.0900762
DeKalb,IL,Anti-Jewish,2009,1,Illinois,"DeKalb, Illinois",41.9294736,-88.7503647
Cook,IL,Anti-Jewish,2009,2,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,1,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,0,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,1,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,1,Illinois,"Cook, Illinois",41.7376587,-87.697554
Cook,IL,Anti-Jewish,2009,1,Illinois,"Cook, Illinois",41.7376587,-87.697554
Champaign,IL,Anti-Jewish,2009,0,Illinois,"Champaign, Illinois",40.1164204,-88.2433829
Champaign,IL,Anti-Jewish,2009,0,Illinois,"Champaign, Illinois",40.1164204,-88.2433829
Boone,IL,Anti-Jewish,2009,0,Illinois,"Boone, Illinois",42.3484976,-88.8263006
Kootenai,ID,Anti-Jewish,2009,0,Idaho,"Kootenai, Idaho",48.3102037,-116.5135257
Kootenai,ID,Anti-Jewish,2009,0,Idaho,"Kootenai, Idaho",48.3102037,-116.5135257
Boundary,ID,Anti-Jewish,2009,0,Idaho,"Boundary, Idaho",48.7987617,-116.5627065
Boundary,ID,Anti-Jewish,2009,0,Idaho,"Boundary, Idaho",48.7987617,-116.5627065
Ada,ID,Anti-Jewish,2009,0,Idaho,"Ada, Idaho",43.478767,-116.2420304
Story,IA,Anti-Jewish,2009,0,Iowa,"Story, Iowa",42.1040438,-93.5003454
Scott,IA,Anti-Jewish,2009,0,Iowa,"Scott, Iowa",41.6393199,-90.6393702
Poweshiek,IA,Anti-Jewish,2009,0,Iowa,"Poweshiek, Iowa",41.6530119,-92.539603
Linn,IA,Anti-Jewish,2009,0,Iowa,"Linn, Iowa",42.0659844,-91.6760691
Johnson,IA,Anti-Jewish,2009,0,Iowa,"Johnson, Iowa",41.6698982,-91.5983959
Johnson,IA,Anti-Jewish,2009,0,Iowa,"Johnson, Iowa",41.6698982,-91.5983959
Cerro Gordo,IA,Anti-Jewish,2009,0,Iowa,"Cerro Gordo, Iowa",43.1543186,-93.2029675
Black Hawk,IA,Anti-Jewish,2009,0,Iowa,"Black Hawk, Iowa",42.447804,-92.3813621
Fulton,GA,Anti-Jewish,2009,0,Georgia,"Fulton, Georgia",33.8033965,-84.3962535
Clarke,GA,Anti-Jewish,2009,0,Georgia,"Clarke, Georgia",33.9519347,-83.357567
Volusia,FL,Anti-Jewish,2009,0,Florida,"Volusia, Florida",29.0279842,-81.0754657
Volusia,FL,Anti-Jewish,2009,0,Florida,"Volusia, Florida",29.0279842,-81.0754657
St. Lucie,FL,Anti-Jewish,2009,0,Florida,"St. Lucie, Florida",27.3225563,-80.543845
St. Lucie,FL,Anti-Jewish,2009,0,Florida,"St. Lucie, Florida",27.3225563,-80.543845
Seminole,FL,Anti-Jewish,2009,0,Florida,"Seminole, Florida",27.8397466,-82.7912134
Sarasota,FL,Anti-Jewish,2009,0,Florida,"Sarasota, Florida",27.3364347,-82.5306527
Polk,FL,Anti-Jewish,2009,0,Florida,"Polk, Florida",27.8617347,-81.6911559
Pinellas,FL,Anti-Jewish,2009,0,Florida,"Pinellas, Florida",27.876394,-82.7778579
Pinellas,FL,Anti-Jewish,2009,0,Florida,"Pinellas, Florida",27.876394,-82.7778579
Palm Beach,FL,Anti-Jewish,2009,1,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,2,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Palm Beach,FL,Anti-Jewish,2009,0,Florida,"Palm Beach, Florida",26.7056206,-80.0364297
Osceola,FL,Anti-Jewish,2009,0,Florida,"Osceola, Florida",28.1019838,-81.0754657
Orange,FL,Anti-Jewish,2009,0,Florida,"Orange, Florida",28.4844995,-81.2518833
Orange,FL,Anti-Jewish,2009,1,Florida,"Orange, Florida",28.4844995,-81.2518833
Okaloosa,FL,Anti-Jewish,2009,0,Florida,"Okaloosa, Florida",30.5773401,-86.6611083
Monroe,FL,Anti-Jewish,2009,0,Florida,"Monroe, Florida",24.5557001,-81.7825985
Miami-Dade,FL,Anti-Jewish,2009,0,Florida,"Miami-Dade, Florida",25.5516034,-80.6326916
Miami-Dade,FL,Anti-Jewish,2009,0,Florida,"Miami-Dade, Florida",25.5516034,-80.6326916
Miami-Dade,FL,Anti-Jewish,2009,1,Florida,"Miami-Dade, Florida",25.5516034,-80.6326916
Miami-Dade,FL,Anti-Jewish,2009,1,Florida,"Miami-Dade, Florida",25.5516034,-80.6326916
Miami-Dade,FL,Anti-Jewish,2009,0,Florida,"Miami-Dade, Florida",25.5516034,-80.6326916
Miami-Dade,FL,Anti-Jewish,2009,1,Florida,"Miami-Dade, Florida",25.5516034,-80.6326916
Martin,FL,Anti-Jewish,2009,1,Florida,"Martin, Florida",29.29361,-82.19056
Manatee,FL,Anti-Jewish,2009,1,Florida,"Manatee, Florida",27.4799195,-82.345189
Lee,FL,Anti-Jewish,2009,0,Florida,"Lee, Florida",30.4196584,-83.3004216
Lee,FL,Anti-Jewish,2009,0,Florida,"Lee, Florida",30.4196584,-83.3004216
Hillsborough,FL,Anti-Jewish,2009,0,Florida,"Hillsborough, Florida",27.9903597,-82.3017728
Hillsborough,FL,Anti-Jewish,2009,0,Florida,"Hillsborough, Florida",27.9903597,-82.3017728
Hillsborough,FL,Anti-Jewish,2009,0,Florida,"Hillsborough, Florida",27.9903597,-82.3017728
Hernando,FL,Anti-Jewish,2009,0,Florida,"Hernando, Florida",28.8999815,-82.3745401
Flagler,FL,Anti-Jewish,2009,0,Florida,"Flagler, Florida",29.4086072,-81.2518833
Duval,FL,Anti-Jewish,2009,0,Florida,"Duval, Florida",30.3500511,-81.6035062
Collier,FL,Anti-Jewish,2009,1,Florida,"Collier, Florida",26.069985,-81.4278984
Clay,FL,Anti-Jewish,2009,1,Florida,"Clay, Florida",29.9943564,-81.7787021
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,1,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,1,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,1,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,0,Florida,"Broward, Florida",26.190096,-80.365865
Broward,FL,Anti-Jewish,2009,1,Florida,"Broward, Florida",26.190096,-80.365865
Brevard,FL,Anti-Jewish,2009,0,Florida,"Brevard, Florida",28.263933,-80.7214417
Brevard,FL,Anti-Jewish,2009,0,Florida,"Brevard, Florida",28.263933,-80.7214417
Bay,FL,Anti-Jewish,2009,0,Florida,"Bay, Florida",30.1805306,-85.684578
Alachua,FL,Anti-Jewish,2009,0,Florida,"Alachua, Florida",29.7938144,-82.4944226
Alachua,FL,Anti-Jewish,2009,1,Florida,"Alachua, Florida",29.7938144,-82.4944226
New Castle,DE,Anti-Jewish,2009,4,Delaware,"New Castle, Delaware",39.6620397,-75.5668166
New Castle,DE,Anti-Jewish,2009,4,Delaware,"New Castle, Delaware",39.6620397,-75.5668166
New Castle,DE,Anti-Jewish,2009,0,Delaware,"New Castle, Delaware",39.6620397,-75.5668166
New Castle,DE,Anti-Jewish,2009,0,Delaware,"New Castle, Delaware",39.6620397,-75.5668166
Kent,DE,Anti-Jewish,2009,0,Delaware,"Kent, Delaware",39.1440612,-75.4344727
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,2,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,2,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,0,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,2,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Fairfield,CT,Anti-Jewish,2009,1,Connecticut,"Fairfield, Connecticut",41.1408363,-73.2612615
Weld,CO,Anti-Jewish,2009,0,Colorado,"Weld, Colorado",40.3920718,-104.7158226
Weld,CO,Anti-Jewish,2009,1,Colorado,"Weld, Colorado",40.3920718,-104.7158226
Pueblo,CO,Anti-Jewish,2009,0,Colorado,"Pueblo, Colorado",38.26386,-104.61237
Larimer,CO,Anti-Jewish,2009,0,Colorado,"Larimer, Colorado",40.6955572,-105.5943388
Larimer,CO,Anti-Jewish,2009,0,Colorado,"Larimer, Colorado",40.6955572,-105.5943388
Larimer,CO,Anti-Jewish,2009,1,Colorado,"Larimer, Colorado",40.6955572,-105.5943388
Jefferson,CO,Anti-Jewish,2009,0,Colorado,"Jefferson, Colorado",39.377255,-105.8005988
Jefferson,CO,Anti-Jewish,2009,0,Colorado,"Jefferson, Colorado",39.377255,-105.8005988
Jefferson,CO,Anti-Jewish,2009,1,Colorado,"Jefferson, Colorado",39.377255,-105.8005988
Fremont,CO,Anti-Jewish,2009,0,Colorado,"Fremont, Colorado",38.5306514,-105.5005483
El Paso,CO,Anti-Jewish,2009,0,Colorado,"El Paso, Colorado",38.9108325,-104.4723301
Douglas,CO,Anti-Jewish,2009,0,Colorado,"Douglas, Colorado",39.2587106,-104.9388853
Douglas,CO,Anti-Jewish,2009,0,Colorado,"Douglas, Colorado",39.2587106,-104.9388853
Broomfield,CO,Anti-Jewish,2009,1,Colorado,"Broomfield, Colorado",39.9205411,-105.0866504
Boulder,CO,Anti-Jewish,2009,1,Colorado,"Boulder, Colorado",40.015742,-105.27924
Boulder,CO,Anti-Jewish,2009,0,Colorado,"Boulder, Colorado",40.015742,-105.27924
Boulder,CO,Anti-Jewish,2009,0,Colorado,"Boulder, Colorado",40.015742,-105.27924
Arapahoe,CO,Anti-Jewish,2009,0,Colorado,"Arapahoe, Colorado",38.8533381,-102.1762596
Arapahoe,CO,Anti-Jewish,2009,0,Colorado,"Arapahoe, Colorado",38.8533381,-102.1762596
Arapahoe,CO,Anti-Jewish,2009,0,Colorado,"Arapahoe, Colorado",38.8533381,-102.1762596
Arapahoe,CO,Anti-Jewish,2009,1,Colorado,"Arapahoe, Colorado",38.8533381,-102.1762596
Adams,CO,Anti-Jewish,2009,0,Colorado,"Adams, Colorado",39.8398269,-104.1930918
Adams,CO,Anti-Jewish,2009,1,Colorado,"Adams, Colorado",39.8398269,-104.1930918
Adams,CO,Anti-Jewish,2009,0,Colorado,"Adams, Colorado",39.8398269,-104.1930918
Yuba,CA,Anti-Jewish,2009,0,California,"Yuba, California",39.2547027,-121.3998995
Yolo,CA,Anti-Jewish,2009,0,California,"Yolo, California",38.732968,-121.8072828
Yolo,CA,Anti-Jewish,2009,0,California,"Yolo, California",38.732968,-121.8072828
Yolo,CA,Anti-Jewish,2009,1,California,"Yolo, California",38.732968,-121.8072828
Yolo,CA,Anti-Jewish,2009,1,California,"Yolo, California",38.732968,-121.8072828
Ventura,CA,Anti-Jewish,2009,1,California,"Ventura, California",34.28082,-119.29232
Ventura,CA,Anti-Jewish,2009,5,California,"Ventura, California",34.28082,-119.29232
Ventura,CA,Anti-Jewish,2009,0,California,"Ventura, California",34.28082,-119.29232
Ventura,CA,Anti-Jewish,2009,0,California,"Ventura, California",34.28082,-119.29232
Ventura,CA,Anti-Jewish,2009,1,California,"Ventura, California",34.28082,-119.29232
Ventura,CA,Anti-Jewish,2009,0,California,"Ventura, California",34.28082,-119.29232
Ventura,CA,Anti-Jewish,2009,0,California,"Ventura, California",34.28082,-119.29232
Tuolumne,CA,Anti-Jewish,2009,0,California,"Tuolumne, California",37.9627027,-120.2412999
Tulare,CA,Anti-Jewish,2009,1,California,"Tulare, California",36.2077288,-119.3473379
Sutter,CA,Anti-Jewish,2009,1,California,"Sutter, California",39.1598915,-121.7527482
Sutter,CA,Anti-Jewish,2009,0,California,"Sutter, California",39.1598915,-121.7527482
Stanislaus,CA,Anti-Jewish,2009,1,California,"Stanislaus, California",37.5090711,-120.9876321
Sonoma,CA,Anti-Jewish,2009,0,California,"Sonoma, California",38.291859,-122.4580356
Sonoma,CA,Anti-Jewish,2009,0,California,"Sonoma, California",38.291859,-122.4580356
Sonoma,CA,Anti-Jewish,2009,0,California,"Sonoma, California",38.291859,-122.4580356
Sonoma,CA,Anti-Jewish,2009,0,California,"Sonoma, California",38.291859,-122.4580356
Sonoma,CA,Anti-Jewish,2009,0,California,"Sonoma, California",38.291859,-122.4580356
Sonoma,CA,Anti-Jewish,2009,0,California,"Sonoma, California",38.291859,-122.4580356
Solano,CA,Anti-Jewish,2009,0,California,"Solano, California",38.3104969,-121.9017954
Solano,CA,Anti-Jewish,2009,0,California,"Solano, California",38.3104969,-121.9017954
Solano,CA,Anti-Jewish,2009,0,California,"Solano, California",38.3104969,-121.9017954
Solano,CA,Anti-Jewish,2009,0,California,"Solano, California",38.3104969,-121.9017954
Shasta,CA,Anti-Jewish,2009,0,California,"Shasta, California",40.598119,-122.4907566
Santa Cruz,CA,Anti-Jewish,2009,0,California,"Santa Cruz, California",36.9741171,-122.0307963
Santa Cruz,CA,Anti-Jewish,2009,2,California,"Santa Cruz, California",36.9741171,-122.0307963
Santa Cruz,CA,Anti-Jewish,2009,2,California,"Santa Cruz, California",36.9741171,-122.0307963
Santa Cruz,CA,Anti-Jewish,2009,1,California,"Santa Cruz, California",36.9741171,-122.0307963
Santa Clara,CA,Anti-Jewish,2009,0,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,0,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,2,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,1,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,2,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,0,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,1,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,1,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,1,California,"Santa Clara, California",37.35579,-121.95509
Santa Clara,CA,Anti-Jewish,2009,1,California,"Santa Clara, California",37.35579,-121.95509
Santa Barbara,CA,Anti-Jewish,2009,1,California,"Santa Barbara, California",34.4208305,-119.6981901
Santa Barbara,CA,Anti-Jewish,2009,1,California,"Santa Barbara, California",34.4208305,-119.6981901
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Mateo,CA,Anti-Jewish,2009,0,California,"San Mateo, California",37.547042,-122.314849
San Luis Obispo,CA,Anti-Jewish,2009,0,California,"San Luis Obispo, California",35.2827524,-120.6596156
San Luis Obispo,CA,Anti-Jewish,2009,0,California,"San Luis Obispo, California",35.2827524,-120.6596156
San Luis Obispo,CA,Anti-Jewish,2009,0,California,"San Luis Obispo, California",35.2827524,-120.6596156
San Joaquin,CA,Anti-Jewish,2009,0,California,"San Joaquin, California",36.6066162,-120.1890447
San Joaquin,CA,Anti-Jewish,2009,0,California,"San Joaquin, California",36.6066162,-120.1890447
San Joaquin,CA,Anti-Jewish,2009,0,California,"San Joaquin, California",36.6066162,-120.1890447
San Joaquin,CA,Anti-Jewish,2009,1,California,"San Joaquin, California",36.6066162,-120.1890447
San Francisco,CA,Anti-Jewish,2009,8,California,"San Francisco, California",37.777123,-122.419639
San Francisco,CA,Anti-Jewish,2009,0,California,"San Francisco, California",37.777123,-122.419639
San Diego,CA,Anti-Jewish,2009,1,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,5,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,2,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,0,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,0,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,1,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,2,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,1,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,0,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,0,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,0,California,"San Diego, California",32.715682,-117.161711
San Diego,CA,Anti-Jewish,2009,1,California,"San Diego, California",32.715682,-117.161711
San Bernardino,CA,Anti-Jewish,2009,0,California,"San Bernardino, California",34.105244,-117.294118
San Bernardino,CA,Anti-Jewish,2009,0,California,"San Bernardino, California",34.105244,-117.294118
San Bernardino,CA,Anti-Jewish,2009,0,California,"San Bernardino, California",34.105244,-117.294118
San Bernardino,CA,Anti-Jewish,2009,0,California,"San Bernardino, California",34.105244,-117.294118
San Bernardino,CA,Anti-Jewish,2009,0,California,"San Bernardino, California",34.105244,-117.294118
San Benito,CA,Anti-Jewish,2009,1,California,"San Benito, California",36.5760883,-120.9876321
Sacramento,CA,Anti-Jewish,2009,1,California,"Sacramento, California",38.579331,-121.490897
Sacramento,CA,Anti-Jewish,2009,1,California,"Sacramento, California",38.579331,-121.490897
Sacramento,CA,Anti-Jewish,2009,0,California,"Sacramento, California",38.579331,-121.490897
Sacramento,CA,Anti-Jewish,2009,0,California,"Sacramento, California",38.579331,-121.490897
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,1,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,3,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,0,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,1,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,1,California,"Riverside, California",33.98163,-117.373879
Riverside,CA,Anti-Jewish,2009,1,California,"Riverside, California",33.98163,-117.373879
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,4,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,0,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Orange,CA,Anti-Jewish,2009,1,California,"Orange, California",33.787872,-117.850708
Monterey,CA,Anti-Jewish,2009,0,California,"Monterey, California",36.6002378,-121.8946761
Monterey,CA,Anti-Jewish,2009,1,California,"Monterey, California",36.6002378,-121.8946761
Monterey,CA,Anti-Jewish,2009,0,California,"Monterey, California",36.6002378,-121.8946761
Marin,CA,Anti-Jewish,2009,0,California,"Marin, California",38.083403,-122.7633036
Marin,CA,Anti-Jewish,2009,0,California,"Marin, California",38.083403,-122.7633036
Marin,CA,Anti-Jewish,2009,0,California,"Marin, California",38.083403,-122.7633036
Marin,CA,Anti-Jewish,2009,0,California,"Marin, California",38.083403,-122.7633036
Los Angeles,CA,Anti-Jewish,2009,5,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,3,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,1,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,50,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
Los Angeles,CA,Anti-Jewish,2009,0,California,"Los Angeles, California",34.053491,-118.245321
